date,type,value
2003-08-01,pop_15yr_over,15732853
2003-09-01,emp,9486054.655
2003-09-01,uemp,583839.0272
2003-09-01,lf,10069893.68
2003-09-01,nilf,5679684.318
2003-09-01,pop_15yr_over,15749578
2003-10-01,emp,9447761.581999999
2003-10-01,uemp,544310.0713
2003-10-01,lf,9992071.653
2003-10-01,nilf,5775379.347
2003-10-01,pop_15yr_over,15767451
2003-11-01,emp,9427739.637
2003-11-01,uemp,523404.1318
2003-11-01,lf,9951143.769
2003-11-01,nilf,5834176.231000001
2003-11-01,pop_15yr_over,15785320
2003-12-01,emp,9573575.382000001
2003-12-01,uemp,563449.0053
2003-12-01,lf,10137024.39
2003-12-01,nilf,5666168.613
2003-12-01,pop_15yr_over,15803193
2004-01-01,emp,9363827.660999998
2004-01-01,uemp,603777.5316
2004-01-01,lf,9967605.193
2004-01-01,nilf,5857225.807
2004-01-01,pop_15yr_over,15824831
2004-02-01,emp,9434453.805
2004-02-01,uemp,640791.0819999999
2004-02-01,lf,10075244.89
2004-02-01,nilf,5771223.113
2004-02-01,pop_15yr_over,15846468
2004-03-01,emp,9506389.698
2004-03-01,uemp,575855.5785999999
2004-03-01,lf,10082245.28
2004-03-01,nilf,5785860.724
2004-03-01,pop_15yr_over,15868106
2004-04-01,emp,9512044.937
2004-04-01,uemp,561834.5207
2004-04-01,lf,10073879.46
2004-04-01,nilf,5807259.541999999
2004-04-01,pop_15yr_over,15881139
2004-05-01,emp,9533473.324000001
2004-05-01,uemp,538088.1862
2004-05-01,lf,10071561.51
2004-05-01,nilf,5822611.49
2004-05-01,pop_15yr_over,15894173
2004-06-01,emp,9543324.82
2004-06-01,uemp,537292.8021
2004-06-01,lf,10080617.620000001
2004-06-01,nilf,5826588.3780000005
2004-06-01,pop_15yr_over,15907206
2004-07-01,emp,9553104.944
2004-07-01,uemp,512297.9103
2004-07-01,lf,10065402.85
2004-07-01,nilf,5860018.145
2004-07-01,pop_15yr_over,15925421
2004-08-01,emp,9462086.553
2004-08-01,uemp,529354.3759
2004-08-01,lf,9991440.929
2004-08-01,nilf,5952191.071
2004-08-01,pop_15yr_over,15943632
2004-09-01,emp,9668626.879999999
2004-09-01,uemp,551260.0005000001
2004-09-01,lf,10219886.88
2004-09-01,nilf,5741960.119
2004-09-01,pop_15yr_over,15961847
2004-10-01,emp,9662242.149
2004-10-01,uemp,490117.78709999996
2004-10-01,lf,10152359.94
2004-10-01,nilf,5828469.064
2004-10-01,pop_15yr_over,15980829
2004-11-01,emp,9652922.702
2004-11-01,uemp,485876.2342
2004-11-01,lf,10138798.940000001
2004-11-01,nilf,5861016.063
2004-11-01,pop_15yr_over,15999815
2004-12-01,emp,9807834.475
2004-12-01,uemp,514070.6967
2004-12-01,lf,10321905.17
2004-12-01,nilf,5696891.828
2004-12-01,pop_15yr_over,16018797
2005-01-01,emp,9634401.564
2005-01-01,uemp,568923.6013
2005-01-01,lf,10203325.16
2005-01-01,nilf,5840984.835
2005-01-01,pop_15yr_over,16044310
2005-02-01,emp,9744614.595999999
2005-02-01,uemp,592010.4568
2005-02-01,lf,10336625.05
2005-02-01,nilf,5733195.947000001
2005-02-01,pop_15yr_over,16069821
2005-03-01,emp,9828334.76
2005-03-01,uemp,565345.8876
2005-03-01,lf,10393680.65
2005-03-01,nilf,5701653.353
2005-03-01,pop_15yr_over,16095334
2005-04-01,emp,9856253.247000001
2005-04-01,uemp,539479.2673
2005-04-01,lf,10395732.51
2005-04-01,nilf,5714995.486
2005-04-01,pop_15yr_over,16110728
2005-05-01,emp,9850755.076
2005-05-01,uemp,530688.6026
2005-05-01,lf,10381443.68
2005-05-01,nilf,5744677.321
2005-05-01,pop_15yr_over,16126121
2005-06-01,emp,9896608.919
2005-06-01,uemp,502547.5118
2005-06-01,lf,10399156.43
2005-06-01,nilf,5742358.569
2005-06-01,pop_15yr_over,16141515
2005-07-01,emp,9912334.290000001
2005-07-01,uemp,473550.0571
2005-07-01,lf,10385884.35
2005-07-01,nilf,5776330.653
2005-07-01,pop_15yr_over,16162215
2005-08-01,emp,9870335.511
2005-08-01,uemp,486578.0658
2005-08-01,lf,10356913.58
2005-08-01,nilf,5826001.4229999995
2005-08-01,pop_15yr_over,16182915
2005-09-01,emp,10004568.92
2005-09-01,uemp,527707.0802
2005-09-01,lf,10532276
2005-09-01,nilf,5671339.001999999
2005-09-01,pop_15yr_over,16203615
2005-10-01,emp,9949709.731
2005-10-01,uemp,494026.3603
2005-10-01,lf,10443736.09
2005-10-01,nilf,5780952.909
2005-10-01,pop_15yr_over,16224689
2005-11-01,emp,9944998.167
2005-11-01,uemp,476382.32790000003
2005-11-01,lf,10421380.5
2005-11-01,nilf,5824383.505
2005-11-01,pop_15yr_over,16245764
2005-12-01,emp,10074687.44
2005-12-01,uemp,525846.9509
2005-12-01,lf,10600534.4
2005-12-01,nilf,5666303.605
2005-12-01,pop_15yr_over,16266838
2006-01-01,emp,9842669.757
2006-01-01,uemp,591515.3355
2006-01-01,lf,10434185.090000002
2006-01-01,nilf,5859927.908
2006-01-01,pop_15yr_over,16294113
2006-02-01,emp,9961137.391
2006-02-01,uemp,606729.8774
2006-02-01,lf,10567867.270000001
2006-02-01,nilf,5753525.731
2006-02-01,pop_15yr_over,16321393
2006-03-01,emp,10048659.18
2006-03-01,uemp,542772.9119000001
2006-03-01,lf,10591432.1
2006-03-01,nilf,5757235.904999999
2006-03-01,pop_15yr_over,16348668
2006-04-01,emp,10041006.11
2006-04-01,uemp,533001.8402
2006-04-01,lf,10574007.95
2006-04-01,nilf,5790579.054
2006-04-01,pop_15yr_over,16364587
2006-05-01,emp,10082055.870000001
2006-05-01,uemp,509866.5565
2006-05-01,lf,10591922.43
2006-05-01,nilf,5788583.569
2006-05-01,pop_15yr_over,16380506
2006-06-01,emp,10120756.17
2006-06-01,uemp,498203.9136
2006-06-01,lf,10618960.08
2006-06-01,nilf,5777464.921
2006-06-01,pop_15yr_over,16396425
2006-07-01,emp,10170776.52
2006-07-01,uemp,454627.3625
2006-07-01,lf,10625403.889999999
2006-07-01,nilf,5797431.113
2006-07-01,pop_15yr_over,16422835
2006-08-01,emp,10105773.23
2006-08-01,uemp,477456.1887
2006-08-01,lf,10583229.42
2006-08-01,nilf,5866019.5819999995
2006-08-01,pop_15yr_over,16449249
2006-09-01,emp,10299530.75
2006-09-01,uemp,504452.337
2006-09-01,lf,10803983.09
2006-09-01,nilf,5671675.911
2006-09-01,pop_15yr_over,16475659
2006-10-01,emp,10212402.29
2006-10-01,uemp,449612.6423
2006-10-01,lf,10662014.93
2006-10-01,nilf,5839444.072000001
2006-10-01,pop_15yr_over,16501458.999999998
2006-11-01,emp,10201645.049999999
2006-11-01,uemp,446660.7525
2006-11-01,lf,10648305.8
2006-11-01,nilf,5878954.200999999
2006-11-01,pop_15yr_over,16527259.999999998
2006-12-01,emp,10404321.87
2006-12-01,uemp,486950.6156
2006-12-01,lf,10891272.48
2006-12-01,nilf,5661787.517
2006-12-01,pop_15yr_over,16553060.000000002
2007-01-01,emp,10156138.639999999
2007-01-01,uemp,534529.0017
2007-01-01,lf,10690667.64
2007-01-01,nilf,5896086.356
2007-01-01,pop_15yr_over,16586754
2007-02-01,emp,10276983.34
2007-02-01,uemp,567165.7272999999
2007-02-01,lf,10844149.07
2007-02-01,nilf,5776301.933
2007-02-01,pop_15yr_over,16620451
2007-03-01,emp,10349199.17
2007-03-01,uemp,512000.1281
2007-03-01,lf,10861199.3
2007-03-01,nilf,5792945.699
2007-03-01,pop_15yr_over,16654145
2007-04-01,emp,10362880.520000001
2007-04-01,uemp,483360.53650000005
2007-04-01,lf,10846241.06
2007-04-01,nilf,5832502.941
2007-04-01,pop_15yr_over,16678743.999999998
2007-05-01,emp,10412007.34
2007-05-01,uemp,465273.0059
2007-05-01,lf,10877280.350000001
2007-05-01,nilf,5826067.651000001
2007-05-01,pop_15yr_over,16703348.000000002
2007-06-01,emp,10436292.56
2007-06-01,uemp,459011.3248
2007-06-01,lf,10895303.879999999
2007-06-01,nilf,5832643.118
2007-06-01,pop_15yr_over,16727947
2007-07-01,emp,10456832.459999999
2007-07-01,uemp,426056.98569999996
2007-07-01,lf,10882889.450000001
2007-07-01,nilf,5871791.5540000005
2007-07-01,pop_15yr_over,16754681
2007-08-01,emp,10406397.54
2007-08-01,uemp,446790.0621
2007-08-01,lf,10853187.6
2007-08-01,nilf,5928231.396
2007-08-01,pop_15yr_over,16781419
2007-09-01,emp,10588763.67
2007-09-01,uemp,465561.15369999997
2007-09-01,lf,11054324.82
2007-09-01,nilf,5753828.176
2007-09-01,pop_15yr_over,16808153
2007-10-01,emp,10520491.42
2007-10-01,uemp,449440.6812
2007-10-01,lf,10969932.1
2007-10-01,nilf,5865744.896
2007-10-01,pop_15yr_over,16835677
2007-11-01,emp,10535100.049999999
2007-11-01,uemp,451341.80529999995
2007-11-01,lf,10986441.85
2007-11-01,nilf,5876760.147
2007-11-01,pop_15yr_over,16863202
2007-12-01,emp,10710140.23
2007-12-01,uemp,470763.71540000004
2007-12-01,lf,11180903.94
2007-12-01,nilf,5709822.058
2007-12-01,pop_15yr_over,16890726
2008-01-01,emp,10524885.16
2008-01-01,uemp,503339.1936
2008-01-01,lf,11028224.35
2008-01-01,nilf,5901080.649
2008-01-01,pop_15yr_over,16929305
2008-02-01,emp,10622906.639999999
2008-02-01,uemp,500359.6899
2008-02-01,lf,11123266.33
2008-02-01,nilf,5844614.666
2008-02-01,pop_15yr_over,16967881
2008-03-01,emp,10677396.19
2008-03-01,uemp,479675.3457
2008-03-01,lf,11157071.540000001
2008-03-01,nilf,5849388.46
2008-03-01,pop_15yr_over,17006460
2008-04-01,emp,10706232.41
2008-04-01,uemp,484106.43850000005
2008-04-01,lf,11190338.85
2008-04-01,nilf,5845411.154999999
2008-04-01,pop_15yr_over,17035750
2008-05-01,emp,10690306.360000001
2008-05-01,uemp,478292.38830000005
2008-05-01,lf,11168598.74
2008-05-01,nilf,5896433.256
2008-05-01,pop_15yr_over,17065032
2008-06-01,emp,10744999.680000002
2008-06-01,uemp,462684.48819999996
2008-06-01,lf,11207684.16
2008-06-01,nilf,5886637.835000001
2008-06-01,pop_15yr_over,17094322
2008-07-01,emp,10761950.83
2008-07-01,uemp,439836.4802
2008-07-01,lf,11201787.31
2008-07-01,nilf,5925853.686000001
2008-07-01,pop_15yr_over,17127641
2008-08-01,emp,10710441.14
2008-08-01,uemp,429363.5785
2008-08-01,lf,11139804.72
2008-08-01,nilf,6021163.284
2008-08-01,pop_15yr_over,17160968
2008-09-01,emp,10854550.36
2008-09-01,uemp,484854.9269
2008-09-01,lf,11339405.280000001
2008-09-01,nilf,5854881.717999999
2008-09-01,pop_15yr_over,17194287
2008-10-01,emp,10807411.91
2008-10-01,uemp,458671.00190000003
2008-10-01,lf,11266082.909999998
2008-10-01,nilf,5959709.085
2008-10-01,pop_15yr_over,17225792
2008-11-01,emp,10757344.639999999
2008-11-01,uemp,465872.0176
2008-11-01,lf,11223216.65
2008-11-01,nilf,6034081.346
2008-11-01,pop_15yr_over,17257298
2008-12-01,emp,10915615.93
2008-12-01,uemp,506516.15959999996
2008-12-01,lf,11422132.09
2008-12-01,nilf,5866670.911
2008-12-01,pop_15yr_over,17288803
2009-01-01,emp,10681021.18
2009-01-01,uemp,600017.5636
2009-01-01,lf,11281038.75
2009-01-01,nilf,6044382.253
2009-01-01,pop_15yr_over,17325421
2009-02-01,emp,10776728.81
2009-02-01,uemp,683919.1205
2009-02-01,lf,11460647.93
2009-02-01,nilf,5901390.07
2009-02-01,pop_15yr_over,17362038
2009-03-01,emp,10775201.82
2009-03-01,uemp,692978.0099
2009-03-01,lf,11468179.829999998
2009-03-01,nilf,5930476.165
2009-03-01,pop_15yr_over,17398656
2009-04-01,emp,10792737.3
2009-04-01,uemp,637016.0525
2009-04-01,lf,11429753.350000001
2009-04-01,nilf,5994255.647
2009-04-01,pop_15yr_over,17424009
2009-05-01,emp,10786798.709999999
2009-05-01,uemp,667518.1922
2009-05-01,lf,11454316.91
2009-05-01,nilf,5995048.094
2009-05-01,pop_15yr_over,17449365
2009-06-01,emp,10770923.92
2009-06-01,uemp,654734.4765
2009-06-01,lf,11425658.4
2009-06-01,nilf,6049059.604
2009-06-01,pop_15yr_over,17474718
2009-07-01,emp,10808781.38
2009-07-01,uemp,601720.1055000001
2009-07-01,lf,11410501.49
2009-07-01,nilf,6092576.515
2009-07-01,pop_15yr_over,17503078
2009-08-01,emp,10707257.29
2009-08-01,uemp,623537.3613
2009-08-01,lf,11330794.65
2009-08-01,nilf,6200647.351
2009-08-01,pop_15yr_over,17531442
2009-09-01,emp,10882123.879999999
2009-09-01,uemp,647175.9748
2009-09-01,lf,11529299.85
2009-09-01,nilf,6030502.149
2009-09-01,pop_15yr_over,17559802
2009-10-01,emp,10845172.58
2009-10-01,uemp,613696.8988999999
2009-10-01,lf,11458869.479999999
2009-10-01,nilf,6123177.518999999
2009-10-01,pop_15yr_over,17582047
2009-11-01,emp,10829231.53
2009-11-01,uemp,593448.8303
2009-11-01,lf,11422680.36
2009-11-01,nilf,6181615.64
2009-11-01,pop_15yr_over,17604296
2009-12-01,emp,11010936.44
2009-12-01,uemp,619132.7999999999
2009-12-01,lf,11630069.24
2009-12-01,nilf,5996471.7639999995
2009-12-01,pop_15yr_over,17626541
2010-01-01,emp,10809930.25
2010-01-01,uemp,654089.7793
2010-01-01,lf,11464020.03
2010-01-01,nilf,6191659.9690000005
2010-01-01,pop_15yr_over,17655680
2010-02-01,emp,10889154.49
2010-02-01,uemp,690541.2705
2010-02-01,lf,11579695.76
2010-02-01,nilf,6105128.236
2010-02-01,pop_15yr_over,17684824
2010-03-01,emp,10928918.47
2010-03-01,uemp,666557.7885
2010-03-01,lf,11595476.26
2010-03-01,nilf,6118486.740999999
2010-03-01,pop_15yr_over,17713963
2010-04-01,emp,10940096.600000001
2010-04-01,uemp,642749.2554
2010-04-01,lf,11582845.86
2010-04-01,nilf,6150720.141
2010-04-01,pop_15yr_over,17733566
2010-05-01,emp,10957426.610000001
2010-05-01,uemp,604614.1035000001
2010-05-01,lf,11562040.709999999
2010-05-01,nilf,6191130.288000001
2010-05-01,pop_15yr_over,17753171
2010-06-01,emp,11009251.16
2010-06-01,uemp,580301.9453
2010-06-01,lf,11589553.110000001
2010-06-01,nilf,6183220.894
2010-06-01,pop_15yr_over,17772774
2010-07-01,emp,11030486.82
2010-07-01,uemp,572037.07
2010-07-01,lf,11602523.89
2010-07-01,nilf,6191315.115
2010-07-01,pop_15yr_over,17793839
2010-08-01,emp,10973822.93
2010-08-01,uemp,559282.2219
2010-08-01,lf,11533105.149999999
2010-08-01,nilf,6281795.845
2010-08-01,pop_15yr_over,17814901
2010-09-01,emp,11159359.959999999
2010-09-01,uemp,592065.9826
2010-09-01,lf,11751425.94
2010-09-01,nilf,6084540.057
2010-09-01,pop_15yr_over,17835966
2010-10-01,emp,11128970.87
2010-10-01,uemp,589809.4069
2010-10-01,lf,11718780.27
2010-10-01,nilf,6138189.728
2010-10-01,pop_15yr_over,17856970
2010-11-01,emp,11144545.24
2010-11-01,uemp,558233.4409
2010-11-01,lf,11702778.68
2010-11-01,nilf,6175194.319999999
2010-11-01,pop_15yr_over,17877973
2010-12-01,emp,11294957.18
2010-12-01,uemp,561536.6884999999
2010-12-01,lf,11856493.870000001
2010-12-01,nilf,6042483.127
2010-12-01,pop_15yr_over,17898977
2011-01-01,emp,11063652.63
2011-01-01,uemp,631061.7592999999
2011-01-01,lf,11694714.389999999
2011-01-01,nilf,6231571.6110000005
2011-01-01,pop_15yr_over,17926286
2011-02-01,emp,11146176.100000001
2011-02-01,uemp,662687.7726
2011-02-01,lf,11808863.87
2011-02-01,nilf,6144731.132
2011-02-01,pop_15yr_over,17953595
2011-03-01,emp,11217019.05
2011-03-01,uemp,619232.4081
2011-03-01,lf,11836251.459999999
2011-03-01,nilf,6144652.541
2011-03-01,pop_15yr_over,17980904
2011-04-01,emp,11186547.6
2011-04-01,uemp,588206.156
2011-04-01,lf,11774753.75
2011-04-01,nilf,6227817.245999999
2011-04-01,pop_15yr_over,18002571
2011-05-01,emp,11196181.07
2011-05-01,uemp,589836.1664999999
2011-05-01,lf,11786017.229999999
2011-05-01,nilf,6238222.767
2011-05-01,pop_15yr_over,18024240
2011-06-01,emp,11221254.430000002
2011-06-01,uemp,564216.1214000001
2011-06-01,lf,11785470.55
2011-06-01,nilf,6260436.453000001
2011-06-01,pop_15yr_over,18045907
2011-07-01,emp,11225716.4077
2011-07-01,uemp,562519.8415
2011-07-01,lf,11788236.2492
2011-07-01,nilf,6279381.7508000005
2011-07-01,pop_15yr_over,18067618
2011-08-01,emp,11127215.4885
2011-08-01,uemp,596761.3242
2011-08-01,lf,11723976.812700002
2011-08-01,nilf,6366223.1873
2011-08-01,pop_15yr_over,18090200
2011-09-01,emp,11315930.1478
2011-09-01,uemp,620140.9733000001
2011-09-01,lf,11936071.1211
2011-09-01,nilf,6176712.8788
2011-09-01,pop_15yr_over,18112784
2011-10-01,emp,11270927.560899999
2011-10-01,uemp,588553.5235
2011-10-01,lf,11859481.0844
2011-10-01,nilf,6280729.9156
2011-10-01,pop_15yr_over,18140211
2011-11-01,emp,11239418.4518
2011-11-01,uemp,578163.0754
2011-11-01,lf,11817581.527099999
2011-11-01,nilf,6350058.4729
2011-11-01,pop_15yr_over,18167640
2011-12-01,emp,11355755.1112
2011-12-01,uemp,602044.8335
2011-12-01,lf,11957799.9447
2011-12-01,nilf,6237267.0553
2011-12-01,pop_15yr_over,18195067
2012-01-01,emp,11160451.580599999
2012-01-01,uemp,642339.2291
2012-01-01,lf,11802790.8097
2012-01-01,nilf,6424627.1903
2012-01-01,pop_15yr_over,18227418
2012-02-01,emp,11237735.913099999
2012-02-01,uemp,699604.8415
2012-02-01,lf,11937340.7546
2012-02-01,nilf,6322425.245499999
2012-02-01,pop_15yr_over,18259766
2012-03-01,emp,11334533.5101
2012-03-01,uemp,659861.6174
2012-03-01,lf,11994395.1275
2012-03-01,nilf,6297721.8726
2012-03-01,pop_15yr_over,18292117
2012-04-01,emp,11331631.6897
2012-04-01,uemp,599286.2944
2012-04-01,lf,11930917.984100001
2012-04-01,nilf,6387020.0159
2012-04-01,pop_15yr_over,18317938
2012-05-01,emp,11393152.977899998
2012-05-01,uemp,620938.1901
2012-05-01,lf,12014091.1679
2012-05-01,nilf,6329669.8321
2012-05-01,pop_15yr_over,18343761
2012-06-01,emp,11356043.7073
2012-06-01,uemp,599270.207
2012-06-01,lf,11955313.9143
2012-06-01,nilf,6414266.0857
2012-06-01,pop_15yr_over,18369580
2012-07-01,emp,11368758.3672
2012-07-01,uemp,583375.407
2012-07-01,lf,11952133.7741
2012-07-01,nilf,6444492.225900001
2012-07-01,pop_15yr_over,18396626
2012-08-01,emp,11264116.8555
2012-08-01,uemp,590767.867
2012-08-01,lf,11854884.7225
2012-08-01,nilf,6568786.277500001
2012-08-01,pop_15yr_over,18423671
2012-09-01,emp,11457579.725
2012-09-01,uemp,661091.2471
2012-09-01,lf,12118670.972
2012-09-01,nilf,6332046.028
2012-09-01,pop_15yr_over,18450717
2012-10-01,emp,11405964.7716
2012-10-01,uemp,623619.0531
2012-10-01,lf,12029583.8247
2012-10-01,nilf,6446485.1753
2012-10-01,pop_15yr_over,18476069
2012-11-01,emp,11378333.589300001
2012-11-01,uemp,589172.4500000001
2012-11-01,lf,11967506.0393
2012-11-01,nilf,6533915.9607
2012-11-01,pop_15yr_over,18501422
2012-12-01,emp,11521325.966599999
2012-12-01,uemp,637828.4158
2012-12-01,lf,12159154.3824
2012-12-01,nilf,6367619.6176
2012-12-01,pop_15yr_over,18526774
2013-01-01,emp,11305931.2673
2013-01-01,uemp,696874.0676
2013-01-01,lf,12002805.334900001
2013-01-01,nilf,6554747.6651
2013-01-01,pop_15yr_over,18557553
2013-02-01,emp,11425311.8584
2013-02-01,uemp,740982.2388
2013-02-01,lf,12166294.097199999
2013-02-01,nilf,6422039.9028
2013-02-01,pop_15yr_over,18588334
2013-03-01,emp,11437337.0622
2013-03-01,uemp,726087.4219999999
2013-03-01,lf,12163424.4842
2013-03-01,nilf,6455688.515799999
2013-03-01,pop_15yr_over,18619113
2013-04-01,emp,11481067.937399998
2013-04-01,uemp,682906.2991
2013-04-01,lf,12163974.2365
2013-04-01,nilf,6479406.7635
2013-04-01,pop_15yr_over,18643381
2013-05-01,emp,11491664.7664
2013-05-01,uemp,676906.1812999999
2013-05-01,lf,12168570.9477
2013-05-01,nilf,6499080.0523
2013-05-01,pop_15yr_over,18667651
2013-06-01,emp,11492485.447700001
2013-06-01,uemp,673400.5686
2013-06-01,lf,12165886.0162
2013-06-01,nilf,6526032.9838
2013-06-01,pop_15yr_over,18691919
2013-07-01,emp,11479972.3996
2013-07-01,uemp,647175.8145999999
2013-07-01,lf,12127148.214200001
2013-07-01,nilf,6590103.7858
2013-07-01,pop_15yr_over,18717252
2013-08-01,emp,11361409.7873
2013-08-01,uemp,680978.9535
2013-08-01,lf,12042388.740799999
2013-08-01,nilf,6700194.259199999
2013-08-01,pop_15yr_over,18742583
2013-09-01,emp,11539277.6889
2013-09-01,uemp,693354.4513000001
2013-09-01,lf,12232632.1402
2013-09-01,nilf,6535283.8597
2013-09-01,pop_15yr_over,18767916
2013-10-01,emp,11482559.747
2013-10-01,uemp,680432.5743000001
2013-10-01,lf,12162992.3213
2013-10-01,nilf,6623958.6786
2013-10-01,pop_15yr_over,18786951
2013-11-01,emp,11445900.0442
2013-11-01,uemp,657581.0212
2013-11-01,lf,12103481.0653
2013-11-01,nilf,6702506.9347
2013-11-01,pop_15yr_over,18805988
2013-12-01,emp,11537592.2029
2013-12-01,uemp,694620.1289
2013-12-01,lf,12232212.331799999
2013-12-01,nilf,6592810.6683
2013-12-01,pop_15yr_over,18825023
2014-01-01,emp,11323767.233099999
2014-01-01,uemp,772082.9283
2014-01-01,lf,12095850.161500001
2014-01-01,nilf,6761031.8385
2014-01-01,pop_15yr_over,18856882
2014-02-01,emp,11464564.4341
2014-02-01,uemp,837165.5998999999
2014-02-01,lf,12301730.034
2014-02-01,nilf,6587007.9659
2014-02-01,pop_15yr_over,18888738
2014-03-01,emp,11535707.550700001
2014-03-01,uemp,766811.0356
2014-03-01,lf,12302518.5862
2014-03-01,nilf,6618077.413699999
2014-03-01,pop_15yr_over,18920596
2014-04-01,emp,11555060.2161
2014-04-01,uemp,714227.0759
2014-04-01,lf,12269287.292000001
2014-04-01,nilf,6669774.708
2014-04-01,pop_15yr_over,18939062
2014-05-01,emp,11553348.7631
2014-05-01,uemp,717935.8301
2014-05-01,lf,12271284.5932
2014-05-01,nilf,6686242.4068
2014-05-01,pop_15yr_over,18957527
2014-06-01,emp,11553223.4435
2014-06-01,uemp,721813.8837
2014-06-01,lf,12275037.3272
2014-06-01,nilf,6700955.6728
2014-06-01,pop_15yr_over,18975993
2014-07-01,emp,11542159.513700001
2014-07-01,uemp,741710.6201000001
2014-07-01,lf,12283870.1338
2014-07-01,nilf,6715550.8662
2014-07-01,pop_15yr_over,18999421
2014-08-01,emp,11572763.5314
2014-08-01,uemp,733830.6401
2014-08-01,lf,12306594.171500001
2014-08-01,nilf,6716251.8285
2014-08-01,pop_15yr_over,19022846
2014-09-01,emp,11533778.449900001
2014-09-01,uemp,746417.5676999999
2014-09-01,lf,12280196.0177
2014-09-01,nilf,6766077.9823
2014-09-01,pop_15yr_over,19046274
2014-10-01,emp,11550147.3412
2014-10-01,uemp,751959.3601
2014-10-01,lf,12302106.701200001
2014-10-01,nilf,6765240.2988
2014-10-01,pop_15yr_over,19067347
2014-11-01,emp,11581725.704
2014-11-01,uemp,723762.6939000001
2014-11-01,lf,12305488.3979
2014-11-01,nilf,6782934.6021
2014-11-01,pop_15yr_over,19088423
2014-12-01,emp,11715693.9143
2014-12-01,uemp,731952.4648000001
2014-12-01,lf,12447646.3791
2014-12-01,nilf,6661849.6209
2014-12-01,pop_15yr_over,19109496
2015-01-01,emp,11467381.0824
2015-01-01,uemp,837640.0707
2015-01-01,lf,12305021.1531
2015-01-01,nilf,6834017.8469
2015-01-01,pop_15yr_over,19139039
2015-02-01,emp,11724132.317
2015-02-01,uemp,837487.3114
2015-02-01,lf,12561619.6284
2015-02-01,nilf,6606958.3716
2015-02-01,pop_15yr_over,19168578
2015-03-01,emp,11698200.691100001
2015-03-01,uemp,808788.7232
2015-03-01,lf,12506989.414199999
2015-03-01,nilf,6691131.5858
2015-03-01,pop_15yr_over,19198121
2015-04-01,emp,11711507.4593
2015-04-01,uemp,764677.7651999999
2015-04-01,lf,12476185.224499999
2015-04-01,nilf,6741261.7755
2015-04-01,pop_15yr_over,19217447
2015-05-01,emp,11781440.931200001
2015-05-01,uemp,730191.0352
2015-05-01,lf,12511631.9664
2015-05-01,nilf,6725140.0336
2015-05-01,pop_15yr_over,19236772
2015-06-01,emp,11752901.484
2015-06-01,uemp,729704.4028
2015-06-01,lf,12482605.886699999
2015-06-01,nilf,6773491.113299999
2015-06-01,pop_15yr_over,19256097
2015-07-01,emp,11759912.0647
2015-07-01,uemp,770960.1549
2015-07-01,lf,12530872.2196
2015-07-01,nilf,6748709.7804000005
2015-07-01,pop_15yr_over,19279582
2015-08-01,emp,11702631.2549
2015-08-01,uemp,760322.8751000001
2015-08-01,lf,12462954.13
2015-08-01,nilf,6840106.869999999
2015-08-01,pop_15yr_over,19303061
2015-09-01,emp,11771038.6774
2015-09-01,uemp,753557.1166
2015-09-01,lf,12524595.794000002
2015-09-01,nilf,6801949.206
2015-09-01,pop_15yr_over,19326545
2015-10-01,emp,11865775.9157
2015-10-01,uemp,713745.3765
2015-10-01,lf,12579521.2923
2015-10-01,nilf,6768691.7077
2015-10-01,pop_15yr_over,19348213
2015-11-01,emp,11935266.32
2015-11-01,uemp,689076.1048000001
2015-11-01,lf,12624342.4248
2015-11-01,nilf,6745538.5752
2015-11-01,pop_15yr_over,19369881
2015-12-01,emp,12025029.1789
2015-12-01,uemp,702985.6324
2015-12-01,lf,12728014.8113
2015-12-01,nilf,6663534.188700001
2015-12-01,pop_15yr_over,19391549
2016-01-01,emp,11759615.7464
2016-01-01,uemp,816081.7505
2016-01-01,lf,12575697.4969
2016-01-01,nilf,6848497.5031
2016-01-01,pop_15yr_over,19424195
2016-02-01,emp,11975894.0345
2016-02-01,uemp,787835.9465
2016-02-01,lf,12763729.981
2016-02-01,nilf,6693105.018999999
2016-02-01,pop_15yr_over,19456835
2016-03-01,emp,11945499.3755
2016-03-01,uemp,762266.7934
2016-03-01,lf,12707766.1689
2016-03-01,nilf,6781714.8311
2016-03-01,pop_15yr_over,19489481
2016-04-01,emp,11968511.595800001
2016-04-01,uemp,719364.9394
2016-04-01,lf,12687876.5352
2016-04-01,nilf,6823720.464799999
2016-04-01,pop_15yr_over,19511597
2016-05-01,emp,11999949.419599999
2016-05-01,uemp,715139.7025
2016-05-01,lf,12715089.1221
2016-05-01,nilf,6818623.8779
2016-05-01,pop_15yr_over,19533713
2016-06-01,emp,11991257.2457
2016-06-01,uemp,703539.9532
2016-06-01,lf,12694797.1989
2016-06-01,nilf,6861031.8011
2016-06-01,pop_15yr_over,19555829
2016-07-01,emp,11995329.872399999
2016-07-01,uemp,708843.6854000001
2016-07-01,lf,12704173.5578
2016-07-01,nilf,6881316.4422
2016-07-01,pop_15yr_over,19585490
2016-08-01,emp,11895610.0409
2016-08-01,uemp,708116.5746
2016-08-01,lf,12603726.615400001
2016-08-01,nilf,7011036.3791
2016-08-01,pop_15yr_over,19614762.9945
2016-09-01,emp,11932423.0721
2016-09-01,uemp,696218.0571
2016-09-01,lf,12628641.129199998
2016-09-01,nilf,7015396.8629
