Year,GCCSA,STATE,SEX,AGE,AGE OFF,PopStart,Final Deaths,Final NOM_ARR,Final NOM_DEP,Nim_arr,Nim_Dep,Pop,SYD,RNSW,MELB,RVIC,BRIS,RQLD,ADEL,RSA,PER,RWA,HOB,RTAS,DAR,RNT,ACT
2021,SYD,NSW,M,0,0,.,,,,,,33009,,,,,,,,,,,,,,,
2021,SYD,NSW,M,1,0,.,,,,,,32079,,,,,,,,,,,,,,,
2021,SYD,NSW,M,2,0,.,,,,,,32945,,,,,,,,,,,,,,,
2021,SYD,NSW,M,3,0,.,,,,,,32692,,,,,,,,,,,,,,,
2021,SYD,NSW,M,4,0,.,,,,,,33440,,,,,,,,,,,,,,,
2021,SYD,NSW,M,5,0,.,,,,,,33924,,,,,,,,,,,,,,,
2021,SYD,NSW,M,6,0,.,,,,,,33949,,,,,,,,,,,,,,,
2021,SYD,NSW,M,7,0,.,,,,,,34024,,,,,,,,,,,,,,,
2021,SYD,NSW,M,8,0,.,,,,,,34448,,,,,,,,,,,,,,,
2021,SYD,NSW,M,9,0,.,,,,,,34480,,,,,,,,,,,,,,,
2021,SYD,NSW,M,10,0,.,,,,,,34107,,,,,,,,,,,,,,,
2021,SYD,NSW,M,11,0,.,,,,,,34107,,,,,,,,,,,,,,,
2021,SYD,NSW,M,12,0,.,,,,,,33369,,,,,,,,,,,,,,,
2021,SYD,NSW,M,13,0,.,,,,,,33232,,,,,,,,,,,,,,,
2021,SYD,NSW,M,14,0,.,,,,,,32740,,,,,,,,,,,,,,,
2021,SYD,NSW,M,15,0,.,,,,,,33291,,,,,,,,,,,,,,,
2021,SYD,NSW,M,16,0,.,,,,,,32639,,,,,,,,,,,,,,,
2021,SYD,NSW,M,17,0,.,,,,,,32336,,,,,,,,,,,,,,,
2021,SYD,NSW,M,18,1,.,,,,,,32314,,,,,,,,,,,,,,,
2021,SYD,NSW,M,19,1,.,,,,,,32604,,,,,,,,,,,,,,,
2021,SYD,NSW,M,20,1,.,,,,,,35990,,,,,,,,,,,,,,,
2021,SYD,NSW,M,21,1,.,,,,,,37967,,,,,,,,,,,,,,,
2021,SYD,NSW,M,22,1,.,,,,,,37116,,,,,,,,,,,,,,,
2021,SYD,NSW,M,23,1,.,,,,,,38178,,,,,,,,,,,,,,,
2021,SYD,NSW,M,24,1,.,,,,,,39605,,,,,,,,,,,,,,,
2021,SYD,NSW,M,25,1,.,,,,,,39631,,,,,,,,,,,,,,,
2021,SYD,NSW,M,26,1,.,,,,,,40215,,,,,,,,,,,,,,,
2021,SYD,NSW,M,27,1,.,,,,,,40378,,,,,,,,,,,,,,,
2021,SYD,NSW,M,28,1,.,,,,,,40753,,,,,,,,,,,,,,,
2021,SYD,NSW,M,29,1,.,,,,,,40446,,,,,,,,,,,,,,,
2021,SYD,NSW,M,30,2,.,,,,,,41688,,,,,,,,,,,,,,,
2021,SYD,NSW,M,31,2,.,,,,,,43152,,,,,,,,,,,,,,,
2021,SYD,NSW,M,32,2,.,,,,,,44107,,,,,,,,,,,,,,,
2021,SYD,NSW,M,33,2,.,,,,,,44214,,,,,,,,,,,,,,,
2021,SYD,NSW,M,34,2,.,,,,,,44652,,,,,,,,,,,,,,,
2021,SYD,NSW,M,35,2,.,,,,,,46734,,,,,,,,,,,,,,,
2021,SYD,NSW,M,36,2,.,,,,,,47855,,,,,,,,,,,,,,,
2021,SYD,NSW,M,37,2,.,,,,,,48430,,,,,,,,,,,,,,,
2021,SYD,NSW,M,38,2,.,,,,,,49223,,,,,,,,,,,,,,,
2021,SYD,NSW,M,39,2,.,,,,,,47890,,,,,,,,,,,,,,,
2021,SYD,NSW,M,40,2,.,,,,,,46976,,,,,,,,,,,,,,,
2021,SYD,NSW,M,41,2,.,,,,,,44412,,,,,,,,,,,,,,,
2021,SYD,NSW,M,42,2,.,,,,,,42782,,,,,,,,,,,,,,,
2021,SYD,NSW,M,43,2,.,,,,,,41166,,,,,,,,,,,,,,,
2021,SYD,NSW,M,44,2,.,,,,,,39925,,,,,,,,,,,,,,,
2021,SYD,NSW,M,45,2,.,,,,,,39440,,,,,,,,,,,,,,,
2021,SYD,NSW,M,46,2,.,,,,,,38765,,,,,,,,,,,,,,,
2021,SYD,NSW,M,47,2,.,,,,,,38450,,,,,,,,,,,,,,,
2021,SYD,NSW,M,48,2,.,,,,,,38341,,,,,,,,,,,,,,,
2021,SYD,NSW,M,49,2,.,,,,,,38652,,,,,,,,,,,,,,,
2021,SYD,NSW,M,50,2,.,,,,,,38054,,,,,,,,,,,,,,,
2021,SYD,NSW,M,51,2,.,,,,,,34657,,,,,,,,,,,,,,,
2021,SYD,NSW,M,52,2,.,,,,,,33498,,,,,,,,,,,,,,,
2021,SYD,NSW,M,53,2,.,,,,,,31787,,,,,,,,,,,,,,,
2021,SYD,NSW,M,54,2,.,,,,,,30735,,,,,,,,,,,,,,,
2021,SYD,NSW,M,55,2,.,,,,,,30277,,,,,,,,,,,,,,,
2021,SYD,NSW,M,56,2,.,,,,,,30361,,,,,,,,,,,,,,,
2021,SYD,NSW,M,57,2,.,,,,,,30308,,,,,,,,,,,,,,,
2021,SYD,NSW,M,58,2,.,,,,,,30547,,,,,,,,,,,,,,,
2021,SYD,NSW,M,59,2,.,,,,,,29628,,,,,,,,,,,,,,,
2021,SYD,NSW,M,60,3,.,,,,,,28269,,,,,,,,,,,,,,,
2021,SYD,NSW,M,61,3,.,,,,,,26452,,,,,,,,,,,,,,,
2021,SYD,NSW,M,62,3,.,,,,,,25550,,,,,,,,,,,,,,,
2021,SYD,NSW,M,63,3,.,,,,,,24682,,,,,,,,,,,,,,,
2021,SYD,NSW,M,64,3,.,,,,,,23696,,,,,,,,,,,,,,,
2021,SYD,NSW,M,65,3,.,,,,,,22937,,,,,,,,,,,,,,,
2021,SYD,NSW,M,66,3,.,,,,,,21681,,,,,,,,,,,,,,,
2021,SYD,NSW,M,67,3,.,,,,,,20651,,,,,,,,,,,,,,,
2021,SYD,NSW,M,68,3,.,,,,,,20141,,,,,,,,,,,,,,,
2021,SYD,NSW,M,69,3,.,,,,,,19005,,,,,,,,,,,,,,,
2021,SYD,NSW,M,70,3,.,,,,,,18864,,,,,,,,,,,,,,,
2021,SYD,NSW,M,71,3,.,,,,,,18330,,,,,,,,,,,,,,,
2021,SYD,NSW,M,72,3,.,,,,,,17269,,,,,,,,,,,,,,,
2021,SYD,NSW,M,73,3,.,,,,,,17680,,,,,,,,,,,,,,,
2021,SYD,NSW,M,74,3,.,,,,,,17584,,,,,,,,,,,,,,,
2021,SYD,NSW,M,75,3,.,,,,,,14986,,,,,,,,,,,,,,,
2021,SYD,NSW,M,76,3,.,,,,,,13713,,,,,,,,,,,,,,,
2021,SYD,NSW,M,77,3,.,,,,,,13146,,,,,,,,,,,,,,,
2021,SYD,NSW,M,78,3,.,,,,,,11128,,,,,,,,,,,,,,,
2021,SYD,NSW,M,79,3,.,,,,,,10704,,,,,,,,,,,,,,,
2021,SYD,NSW,M,80,3,.,,,,,,9865,,,,,,,,,,,,,,,
2021,SYD,NSW,M,81,3,.,,,,,,9459,,,,,,,,,,,,,,,
2021,SYD,NSW,M,82,3,.,,,,,,8353,,,,,,,,,,,,,,,
2021,SYD,NSW,M,83,3,.,,,,,,7578,,,,,,,,,,,,,,,
2021,SYD,NSW,M,84,3,.,,,,,,7043,,,,,,,,,,,,,,,
2021,SYD,NSW,M,85,3,.,,,,,,6112,,,,,,,,,,,,,,,
2021,SYD,NSW,M,86,3,.,,,,,,5339,,,,,,,,,,,,,,,
2021,SYD,NSW,M,87,3,.,,,,,,4716,,,,,,,,,,,,,,,
2021,SYD,NSW,M,88,3,.,,,,,,4056,,,,,,,,,,,,,,,
2021,SYD,NSW,M,89,3,.,,,,,,3404,,,,,,,,,,,,,,,
2021,SYD,NSW,M,90,3,.,,,,,,3036,,,,,,,,,,,,,,,
2021,SYD,NSW,M,91,3,.,,,,,,2481,,,,,,,,,,,,,,,
2021,SYD,NSW,M,92,3,.,,,,,,2011,,,,,,,,,,,,,,,
2021,SYD,NSW,M,93,3,.,,,,,,1473,,,,,,,,,,,,,,,
2021,SYD,NSW,M,94,3,.,,,,,,1082,,,,,,,,,,,,,,,
2021,SYD,NSW,M,95,3,.,,,,,,827,,,,,,,,,,,,,,,
2021,SYD,NSW,M,96,3,.,,,,,,565,,,,,,,,,,,,,,,
2021,SYD,NSW,M,97,3,.,,,,,,367,,,,,,,,,,,,,,,
2021,SYD,NSW,M,98,3,.,,,,,,242,,,,,,,,,,,,,,,
2021,SYD,NSW,M,99,3,.,,,,,,159,,,,,,,,,,,,,,,
2021,SYD,NSW,M,100,3,.,,,,,,81,,,,,,,,,,,,,,,
2021,SYD,NSW,F,0,0,.,,,,,,31010,,,,,,,,,,,,,,,
2021,SYD,NSW,F,1,0,.,,,,,,30655,,,,,,,,,,,,,,,
2021,SYD,NSW,F,2,0,.,,,,,,30838,,,,,,,,,,,,,,,
2021,SYD,NSW,F,3,0,.,,,,,,30723,,,,,,,,,,,,,,,
2021,SYD,NSW,F,4,0,.,,,,,,31593,,,,,,,,,,,,,,,
2021,SYD,NSW,F,5,0,.,,,,,,32206,,,,,,,,,,,,,,,
2021,SYD,NSW,F,6,0,.,,,,,,31749,,,,,,,,,,,,,,,
2021,SYD,NSW,F,7,0,.,,,,,,32421,,,,,,,,,,,,,,,
2021,SYD,NSW,F,8,0,.,,,,,,32517,,,,,,,,,,,,,,,
2021,SYD,NSW,F,9,0,.,,,,,,32539,,,,,,,,,,,,,,,
2021,SYD,NSW,F,10,0,.,,,,,,32158,,,,,,,,,,,,,,,
2021,SYD,NSW,F,11,0,.,,,,,,32124,,,,,,,,,,,,,,,
2021,SYD,NSW,F,12,0,.,,,,,,31703,,,,,,,,,,,,,,,
2021,SYD,NSW,F,13,0,.,,,,,,31538,,,,,,,,,,,,,,,
2021,SYD,NSW,F,14,0,.,,,,,,30814,,,,,,,,,,,,,,,
2021,SYD,NSW,F,15,0,.,,,,,,31217,,,,,,,,,,,,,,,
2021,SYD,NSW,F,16,0,.,,,,,,30597,,,,,,,,,,,,,,,
2021,SYD,NSW,F,17,0,.,,,,,,30122,,,,,,,,,,,,,,,
2021,SYD,NSW,F,18,1,.,,,,,,29866,,,,,,,,,,,,,,,
2021,SYD,NSW,F,19,1,.,,,,,,29403,,,,,,,,,,,,,,,
2021,SYD,NSW,F,20,1,.,,,,,,32251,,,,,,,,,,,,,,,
2021,SYD,NSW,F,21,1,.,,,,,,34010,,,,,,,,,,,,,,,
2021,SYD,NSW,F,22,1,.,,,,,,33660,,,,,,,,,,,,,,,
2021,SYD,NSW,F,23,1,.,,,,,,35742,,,,,,,,,,,,,,,
2021,SYD,NSW,F,24,1,.,,,,,,37393,,,,,,,,,,,,,,,
2021,SYD,NSW,F,25,1,.,,,,,,37798,,,,,,,,,,,,,,,
2021,SYD,NSW,F,26,1,.,,,,,,38782,,,,,,,,,,,,,,,
2021,SYD,NSW,F,27,1,.,,,,,,39659,,,,,,,,,,,,,,,
2021,SYD,NSW,F,28,1,.,,,,,,41127,,,,,,,,,,,,,,,
2021,SYD,NSW,F,29,1,.,,,,,,42773,,,,,,,,,,,,,,,
2021,SYD,NSW,F,30,2,.,,,,,,44687,,,,,,,,,,,,,,,
2021,SYD,NSW,F,31,2,.,,,,,,46782,,,,,,,,,,,,,,,
2021,SYD,NSW,F,32,2,.,,,,,,47639,,,,,,,,,,,,,,,
2021,SYD,NSW,F,33,2,.,,,,,,48275,,,,,,,,,,,,,,,
2021,SYD,NSW,F,34,2,.,,,,,,48949,,,,,,,,,,,,,,,
2021,SYD,NSW,F,35,2,.,,,,,,49034,,,,,,,,,,,,,,,
2021,SYD,NSW,F,36,2,.,,,,,,50070,,,,,,,,,,,,,,,
2021,SYD,NSW,F,37,2,.,,,,,,50474,,,,,,,,,,,,,,,
2021,SYD,NSW,F,38,2,.,,,,,,51268,,,,,,,,,,,,,,,
2021,SYD,NSW,F,39,2,.,,,,,,49030,,,,,,,,,,,,,,,
2021,SYD,NSW,F,40,2,.,,,,,,46950,,,,,,,,,,,,,,,
2021,SYD,NSW,F,41,2,.,,,,,,44981,,,,,,,,,,,,,,,
2021,SYD,NSW,F,42,2,.,,,,,,43607,,,,,,,,,,,,,,,
2021,SYD,NSW,F,43,2,.,,,,,,41566,,,,,,,,,,,,,,,
2021,SYD,NSW,F,44,2,.,,,,,,40746,,,,,,,,,,,,,,,
2021,SYD,NSW,F,45,2,.,,,,,,39802,,,,,,,,,,,,,,,
2021,SYD,NSW,F,46,2,.,,,,,,39454,,,,,,,,,,,,,,,
2021,SYD,NSW,F,47,2,.,,,,,,39303,,,,,,,,,,,,,,,
2021,SYD,NSW,F,48,2,.,,,,,,39241,,,,,,,,,,,,,,,
2021,SYD,NSW,F,49,2,.,,,,,,39515,,,,,,,,,,,,,,,
2021,SYD,NSW,F,50,2,.,,,,,,39946,,,,,,,,,,,,,,,
2021,SYD,NSW,F,51,2,.,,,,,,36105,,,,,,,,,,,,,,,
2021,SYD,NSW,F,52,2,.,,,,,,34817,,,,,,,,,,,,,,,
2021,SYD,NSW,F,53,2,.,,,,,,33204,,,,,,,,,,,,,,,
2021,SYD,NSW,F,54,2,.,,,,,,31892,,,,,,,,,,,,,,,
2021,SYD,NSW,F,55,2,.,,,,,,30794,,,,,,,,,,,,,,,
2021,SYD,NSW,F,56,2,.,,,,,,31082,,,,,,,,,,,,,,,
2021,SYD,NSW,F,57,2,.,,,,,,30973,,,,,,,,,,,,,,,
2021,SYD,NSW,F,58,2,.,,,,,,31201,,,,,,,,,,,,,,,
2021,SYD,NSW,F,59,2,.,,,,,,30146,,,,,,,,,,,,,,,
2021,SYD,NSW,F,60,3,.,,,,,,29414,,,,,,,,,,,,,,,
2021,SYD,NSW,F,61,3,.,,,,,,28030,,,,,,,,,,,,,,,
2021,SYD,NSW,F,62,3,.,,,,,,26509,,,,,,,,,,,,,,,
2021,SYD,NSW,F,63,3,.,,,,,,26624,,,,,,,,,,,,,,,
2021,SYD,NSW,F,64,3,.,,,,,,25598,,,,,,,,,,,,,,,
2021,SYD,NSW,F,65,3,.,,,,,,25265,,,,,,,,,,,,,,,
2021,SYD,NSW,F,66,3,.,,,,,,24196,,,,,,,,,,,,,,,
2021,SYD,NSW,F,67,3,.,,,,,,23092,,,,,,,,,,,,,,,
2021,SYD,NSW,F,68,3,.,,,,,,22792,,,,,,,,,,,,,,,
2021,SYD,NSW,F,69,3,.,,,,,,21514,,,,,,,,,,,,,,,
2021,SYD,NSW,F,70,3,.,,,,,,20987,,,,,,,,,,,,,,,
2021,SYD,NSW,F,71,3,.,,,,,,20642,,,,,,,,,,,,,,,
2021,SYD,NSW,F,72,3,.,,,,,,19598,,,,,,,,,,,,,,,
2021,SYD,NSW,F,73,3,.,,,,,,19600,,,,,,,,,,,,,,,
2021,SYD,NSW,F,74,3,.,,,,,,19671,,,,,,,,,,,,,,,
2021,SYD,NSW,F,75,3,.,,,,,,16933,,,,,,,,,,,,,,,
2021,SYD,NSW,F,76,3,.,,,,,,15675,,,,,,,,,,,,,,,
2021,SYD,NSW,F,77,3,.,,,,,,14618,,,,,,,,,,,,,,,
2021,SYD,NSW,F,78,3,.,,,,,,13029,,,,,,,,,,,,,,,
2021,SYD,NSW,F,79,3,.,,,,,,12384,,,,,,,,,,,,,,,
2021,SYD,NSW,F,80,3,.,,,,,,12017,,,,,,,,,,,,,,,
2021,SYD,NSW,F,81,3,.,,,,,,11088,,,,,,,,,,,,,,,
2021,SYD,NSW,F,82,3,.,,,,,,10514,,,,,,,,,,,,,,,
2021,SYD,NSW,F,83,3,.,,,,,,9619,,,,,,,,,,,,,,,
2021,SYD,NSW,F,84,3,.,,,,,,8916,,,,,,,,,,,,,,,
2021,SYD,NSW,F,85,3,.,,,,,,8109,,,,,,,,,,,,,,,
2021,SYD,NSW,F,86,3,.,,,,,,7242,,,,,,,,,,,,,,,
2021,SYD,NSW,F,87,3,.,,,,,,6332,,,,,,,,,,,,,,,
2021,SYD,NSW,F,88,3,.,,,,,,5847,,,,,,,,,,,,,,,
2021,SYD,NSW,F,89,3,.,,,,,,5180,,,,,,,,,,,,,,,
2021,SYD,NSW,F,90,3,.,,,,,,4744,,,,,,,,,,,,,,,
2021,SYD,NSW,F,91,3,.,,,,,,4207,,,,,,,,,,,,,,,
2021,SYD,NSW,F,92,3,.,,,,,,3535,,,,,,,,,,,,,,,
2021,SYD,NSW,F,93,3,.,,,,,,2861,,,,,,,,,,,,,,,
2021,SYD,NSW,F,94,3,.,,,,,,2337,,,,,,,,,,,,,,,
2021,SYD,NSW,F,95,3,.,,,,,,1739,,,,,,,,,,,,,,,
2021,SYD,NSW,F,96,3,.,,,,,,1314,,,,,,,,,,,,,,,
2021,SYD,NSW,F,97,3,.,,,,,,992,,,,,,,,,,,,,,,
2021,SYD,NSW,F,98,3,.,,,,,,728,,,,,,,,,,,,,,,
2021,SYD,NSW,F,99,3,.,,,,,,520,,,,,,,,,,,,,,,
2021,SYD,NSW,F,100,3,.,,,,,,314,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,0,0,.,,,,,,16189,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,1,0,.,,,,,,16252,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,2,0,.,,,,,,16576,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,3,0,.,,,,,,16517,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,4,0,.,,,,,,16789,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,5,0,.,,,,,,17781,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,6,0,.,,,,,,17500,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,7,0,.,,,,,,17915,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,8,0,.,,,,,,18541,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,9,0,.,,,,,,18581,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,10,0,.,,,,,,18533,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,11,0,.,,,,,,18806,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,12,0,.,,,,,,18936,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,13,0,.,,,,,,18818,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,14,0,.,,,,,,18982,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,15,0,.,,,,,,16871,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,16,0,.,,,,,,16492,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,17,0,.,,,,,,16186,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,18,1,.,,,,,,15933,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,19,1,.,,,,,,15336,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,20,1,.,,,,,,15360,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,21,1,.,,,,,,14916,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,22,1,.,,,,,,14794,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,23,1,.,,,,,,14573,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,24,1,.,,,,,,14709,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,25,1,.,,,,,,14331,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,26,1,.,,,,,,14623,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,27,1,.,,,,,,14785,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,28,1,.,,,,,,14970,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,29,1,.,,,,,,15021,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,30,2,.,,,,,,14962,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,31,2,.,,,,,,15226,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,32,2,.,,,,,,14649,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,33,2,.,,,,,,14517,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,34,2,.,,,,,,14795,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,35,2,.,,,,,,15464,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,36,2,.,,,,,,15379,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,37,2,.,,,,,,15500,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,38,2,.,,,,,,15161,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,39,2,.,,,,,,15285,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,40,2,.,,,,,,14956,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,41,2,.,,,,,,14841,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,42,2,.,,,,,,14300,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,43,2,.,,,,,,14293,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,44,2,.,,,,,,14423,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,45,2,.,,,,,,14602,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,46,2,.,,,,,,15147,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,47,2,.,,,,,,15833,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,48,2,.,,,,,,15970,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,49,2,.,,,,,,17520,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,50,2,.,,,,,,17533,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,51,2,.,,,,,,16326,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,52,2,.,,,,,,16063,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,53,2,.,,,,,,14983,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,54,2,.,,,,,,15396,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,55,2,.,,,,,,15470,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,56,2,.,,,,,,16054,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,57,2,.,,,,,,17126,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,58,2,.,,,,,,17501,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,59,2,.,,,,,,18002,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,60,3,.,,,,,,17974,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,61,3,.,,,,,,17719,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,62,3,.,,,,,,17385,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,63,3,.,,,,,,17223,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,64,3,.,,,,,,17031,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,65,3,.,,,,,,17038,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,66,3,.,,,,,,16794,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,67,3,.,,,,,,16194,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,68,3,.,,,,,,16538,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,69,3,.,,,,,,15780,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,70,3,.,,,,,,15667,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,71,3,.,,,,,,15219,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,72,3,.,,,,,,14782,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,73,3,.,,,,,,14751,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,74,3,.,,,,,,15313,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,75,3,.,,,,,,12283,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,76,3,.,,,,,,11762,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,77,3,.,,,,,,10887,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,78,3,.,,,,,,9382,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,79,3,.,,,,,,9066,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,80,3,.,,,,,,7911,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,81,3,.,,,,,,7321,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,82,3,.,,,,,,6736,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,83,3,.,,,,,,6126,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,84,3,.,,,,,,5627,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,85,3,.,,,,,,4845,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,86,3,.,,,,,,3917,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,87,3,.,,,,,,3398,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,88,3,.,,,,,,2917,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,89,3,.,,,,,,2609,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,90,3,.,,,,,,2180,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,91,3,.,,,,,,1830,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,92,3,.,,,,,,1409,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,93,3,.,,,,,,1048,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,94,3,.,,,,,,728,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,95,3,.,,,,,,531,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,96,3,.,,,,,,357,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,97,3,.,,,,,,247,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,98,3,.,,,,,,136,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,99,3,.,,,,,,80,,,,,,,,,,,,,,,
2021,RNSW,NSW,M,100,3,.,,,,,,60,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,0,0,.,,,,,,15412,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,1,0,.,,,,,,15147,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,2,0,.,,,,,,15203,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,3,0,.,,,,,,15645,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,4,0,.,,,,,,15967,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,5,0,.,,,,,,16445,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,6,0,.,,,,,,16459,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,7,0,.,,,,,,16694,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,8,0,.,,,,,,17010,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,9,0,.,,,,,,17427,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,10,0,.,,,,,,17318,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,11,0,.,,,,,,17963,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,12,0,.,,,,,,17722,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,13,0,.,,,,,,17814,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,14,0,.,,,,,,17614,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,15,0,.,,,,,,16208,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,16,0,.,,,,,,15670,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,17,0,.,,,,,,14964,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,18,1,.,,,,,,14702,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,19,1,.,,,,,,14038,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,20,1,.,,,,,,13890,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,21,1,.,,,,,,13953,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,22,1,.,,,,,,13872,,,,,,,,,,,,,,,
2021,RNSW,NSW,F,23,1,.,,,,,,13779,,,,,,,,,,,,,,,
